pt1_cam1_U,pt1_cam1_V,pt2_cam1_U,pt2_cam1_V,pt3_cam1_U,pt3_cam1_V
NaN,NaN,NaN,NaN,690.140000,652.090000
NaN,NaN,NaN,NaN,690.150000,652.100000
NaN,NaN,NaN,NaN,690.160000,652.110000
NaN,NaN,NaN,NaN,690.170000,652.110000
NaN,NaN,NaN,NaN,690.180000,652.110000
NaN,NaN,NaN,NaN,690.210000,652.130000
NaN,NaN,NaN,NaN,690.210000,652.150000
NaN,NaN,NaN,NaN,690.220000,652.140000
NaN,NaN,NaN,NaN,690.220000,652.150000
NaN,NaN,NaN,NaN,690.230000,652.170000
NaN,NaN,NaN,NaN,690.230000,652.170000
NaN,NaN,NaN,NaN,690.240000,652.170000
NaN,NaN,NaN,NaN,690.240000,652.190000
NaN,NaN,NaN,NaN,690.250000,652.200000
NaN,NaN,NaN,NaN,690.260000,652.210000
NaN,NaN,NaN,NaN,690.250000,652.200000
NaN,NaN,NaN,NaN,690.250000,652.200000
NaN,NaN,NaN,NaN,690.250000,652.220000
NaN,NaN,NaN,NaN,690.250000,652.220000
NaN,NaN,NaN,NaN,690.260000,652.230000
NaN,NaN,NaN,NaN,690.250000,652.270000
NaN,NaN,NaN,NaN,690.270000,652.240000
NaN,NaN,NaN,NaN,690.270000,652.250000
NaN,NaN,NaN,NaN,690.270000,652.260000
NaN,NaN,NaN,NaN,690.280000,652.260000
NaN,NaN,NaN,NaN,690.290000,652.260000
NaN,NaN,NaN,NaN,690.280000,652.270000
NaN,NaN,NaN,NaN,690.300000,652.280000
NaN,NaN,NaN,NaN,690.300000,652.290000
NaN,NaN,NaN,NaN,690.300000,652.280000
NaN,NaN,NaN,NaN,690.310000,652.290000
NaN,NaN,NaN,NaN,690.320000,652.300000
NaN,NaN,NaN,NaN,690.320000,652.300000
NaN,NaN,NaN,NaN,690.340000,652.290000
NaN,NaN,NaN,NaN,690.340000,652.310000
NaN,NaN,NaN,NaN,690.350000,652.330000
NaN,NaN,NaN,NaN,690.340000,652.330000
NaN,NaN,NaN,NaN,690.340000,652.340000
NaN,NaN,NaN,NaN,690.350000,652.350000
NaN,NaN,NaN,NaN,690.350000,652.340000
NaN,NaN,NaN,NaN,690.370000,652.330000
NaN,NaN,NaN,NaN,690.370000,652.330000
NaN,NaN,NaN,NaN,690.380000,652.330000
NaN,NaN,NaN,NaN,690.390000,652.330000
NaN,NaN,NaN,NaN,690.400000,652.330000
NaN,NaN,NaN,NaN,690.420000,652.340000
NaN,NaN,NaN,NaN,690.420000,652.340000
NaN,NaN,NaN,NaN,690.430000,652.320000
NaN,NaN,NaN,NaN,690.450000,652.310000
NaN,NaN,NaN,NaN,690.470000,652.320000
NaN,NaN,NaN,NaN,690.480000,652.280000
NaN,NaN,NaN,NaN,690.470000,652.280000
NaN,NaN,NaN,NaN,690.470000,652.320000
NaN,NaN,NaN,NaN,690.480000,652.310000
NaN,NaN,NaN,NaN,690.490000,652.320000
NaN,NaN,NaN,NaN,690.490000,652.340000
NaN,NaN,NaN,NaN,690.520000,652.340000
NaN,NaN,NaN,NaN,691.070000,652.320000
NaN,NaN,NaN,NaN,691.680000,652.260000
NaN,NaN,NaN,NaN,691.670000,652.260000
NaN,NaN,NaN,NaN,691.690000,652.270000
NaN,NaN,NaN,NaN,691.690000,652.260000
NaN,NaN,NaN,NaN,691.690000,652.270000
NaN,NaN,NaN,NaN,691.690000,652.270000
NaN,NaN,NaN,NaN,691.700000,652.260000
NaN,NaN,NaN,NaN,691.720000,652.270000
NaN,NaN,NaN,NaN,691.740000,652.280000
NaN,NaN,NaN,NaN,691.740000,652.280000
NaN,NaN,NaN,NaN,691.740000,652.290000
NaN,NaN,NaN,NaN,691.750000,652.300000
NaN,NaN,NaN,NaN,691.770000,652.270000
NaN,NaN,NaN,NaN,691.780000,652.280000
NaN,NaN,NaN,NaN,691.780000,652.270000
NaN,NaN,NaN,NaN,691.790000,652.280000
NaN,NaN,NaN,NaN,691.800000,652.290000
NaN,NaN,NaN,NaN,691.800000,652.290000
NaN,NaN,NaN,NaN,691.810000,652.300000
NaN,NaN,NaN,NaN,691.810000,652.280000
NaN,NaN,NaN,NaN,691.810000,652.280000
NaN,NaN,NaN,NaN,691.820000,652.300000
NaN,NaN,NaN,NaN,691.860000,652.250000
NaN,NaN,NaN,NaN,691.850000,652.260000
NaN,NaN,NaN,NaN,691.840000,652.270000
NaN,NaN,NaN,NaN,691.840000,652.270000
NaN,NaN,NaN,NaN,691.840000,652.260000
NaN,NaN,NaN,NaN,691.850000,652.270000
NaN,NaN,NaN,NaN,691.850000,652.280000
NaN,NaN,NaN,NaN,691.860000,652.270000
NaN,NaN,NaN,NaN,691.870000,652.270000
NaN,NaN,NaN,NaN,691.870000,652.260000
NaN,NaN,NaN,NaN,691.880000,652.250000
NaN,NaN,NaN,NaN,691.890000,652.250000
NaN,NaN,NaN,NaN,691.870000,652.240000
NaN,NaN,NaN,NaN,691.890000,652.220000
NaN,NaN,NaN,NaN,691.900000,652.230000
NaN,NaN,NaN,NaN,691.930000,652.190000
NaN,NaN,NaN,NaN,691.930000,652.190000
NaN,NaN,NaN,NaN,691.940000,652.180000
NaN,NaN,NaN,NaN,691.950000,652.190000
NaN,NaN,NaN,NaN,691.960000,652.180000
NaN,NaN,NaN,NaN,691.970000,652.170000
NaN,NaN,NaN,NaN,692.000000,652.180000
NaN,NaN,NaN,NaN,692.000000,652.180000
NaN,NaN,NaN,NaN,692.000000,652.170000
NaN,NaN,NaN,NaN,692.020000,652.160000
NaN,NaN,NaN,NaN,692.030000,652.150000
NaN,NaN,NaN,NaN,692.070000,652.130000
NaN,NaN,NaN,NaN,692.060000,652.130000
NaN,NaN,NaN,NaN,692.070000,652.110000
NaN,NaN,NaN,NaN,692.080000,652.110000
NaN,NaN,NaN,NaN,692.120000,652.080000
NaN,NaN,NaN,NaN,692.130000,652.070000
NaN,NaN,NaN,NaN,692.150000,652.070000
NaN,NaN,NaN,NaN,692.160000,652.060000
NaN,NaN,NaN,NaN,692.170000,652.060000
NaN,NaN,NaN,NaN,692.190000,652.050000
NaN,NaN,NaN,NaN,692.200000,652.040000
NaN,NaN,NaN,NaN,692.220000,652.030000
NaN,NaN,NaN,NaN,692.220000,652.030000
NaN,NaN,NaN,NaN,692.220000,652.020000
NaN,NaN,NaN,NaN,692.240000,652.030000
NaN,NaN,NaN,NaN,692.250000,652.020000
NaN,NaN,NaN,NaN,692.240000,652.020000
NaN,NaN,NaN,NaN,692.250000,652.020000
NaN,NaN,NaN,NaN,692.240000,652.010000
NaN,NaN,NaN,NaN,692.230000,652.010000
NaN,NaN,NaN,NaN,692.220000,652.000000
NaN,NaN,NaN,NaN,692.220000,652.000000
NaN,NaN,NaN,NaN,692.230000,652.020000
NaN,NaN,NaN,NaN,692.220000,652.030000
NaN,NaN,NaN,NaN,692.210000,652.060000
NaN,NaN,NaN,NaN,692.200000,652.060000
NaN,NaN,NaN,NaN,692.190000,652.090000
NaN,NaN,NaN,NaN,692.180000,652.080000
NaN,NaN,NaN,NaN,692.180000,652.090000
NaN,NaN,NaN,NaN,692.170000,652.120000
NaN,NaN,NaN,NaN,692.160000,652.120000
NaN,NaN,NaN,NaN,692.150000,652.130000
NaN,NaN,NaN,NaN,692.130000,652.140000
NaN,NaN,NaN,NaN,692.140000,652.150000
NaN,NaN,NaN,NaN,692.110000,652.170000
NaN,NaN,NaN,NaN,692.110000,652.190000
NaN,NaN,NaN,NaN,692.110000,652.190000
NaN,NaN,NaN,NaN,692.110000,652.190000
NaN,NaN,NaN,NaN,692.120000,652.200000
NaN,NaN,NaN,NaN,692.110000,652.220000
NaN,NaN,NaN,NaN,692.120000,652.210000
NaN,NaN,NaN,NaN,692.130000,652.220000
NaN,NaN,NaN,NaN,692.130000,652.240000
NaN,NaN,NaN,NaN,692.130000,652.230000
NaN,NaN,NaN,NaN,692.130000,652.250000
NaN,NaN,NaN,NaN,692.130000,652.260000
NaN,NaN,NaN,NaN,692.140000,652.260000
NaN,NaN,NaN,NaN,692.150000,652.270000
NaN,NaN,NaN,NaN,692.160000,652.260000
NaN,NaN,NaN,NaN,692.170000,652.300000
NaN,NaN,NaN,NaN,692.170000,652.300000
NaN,NaN,NaN,NaN,692.180000,652.310000
NaN,NaN,NaN,NaN,692.190000,652.310000
NaN,NaN,NaN,NaN,692.210000,652.320000
NaN,NaN,NaN,NaN,692.210000,652.330000
NaN,NaN,NaN,NaN,692.220000,652.320000
NaN,NaN,NaN,NaN,692.220000,652.330000
NaN,NaN,NaN,NaN,692.240000,652.350000
NaN,NaN,NaN,NaN,692.260000,652.360000
NaN,NaN,NaN,NaN,692.260000,652.360000
NaN,NaN,NaN,NaN,692.290000,652.360000
NaN,NaN,NaN,NaN,692.300000,652.400000
NaN,NaN,NaN,NaN,692.320000,652.410000
NaN,NaN,NaN,NaN,692.320000,652.430000
NaN,NaN,NaN,NaN,692.360000,652.460000
NaN,NaN,NaN,NaN,692.370000,652.480000
NaN,NaN,NaN,NaN,692.340000,652.650000
NaN,NaN,NaN,NaN,692.350000,652.670000
NaN,NaN,NaN,NaN,692.350000,652.690000
NaN,NaN,NaN,NaN,692.390000,652.680000
NaN,NaN,NaN,NaN,692.390000,652.680000
NaN,NaN,NaN,NaN,692.390000,652.700000
NaN,NaN,NaN,NaN,692.410000,652.700000
NaN,NaN,NaN,NaN,692.450000,652.710000
NaN,NaN,NaN,NaN,692.450000,652.730000
NaN,NaN,NaN,NaN,692.460000,652.720000
NaN,NaN,NaN,NaN,692.460000,652.740000
